id,details
SECTION_263_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-18 08:39:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Marcus Thorne (Enforcer) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-10-18 08:39:00 EST] Sarah Lin: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-10-18 08:39:00 EST] Marcus Thorne: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $200,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-18 08:39:00 EST] Sarah Lin: 'Make sure Enforcer handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_264_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-18 14:22:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Victor Vance / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $65,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at 412 Oak Street, Paterson, NJ (Safehouse Alpha). --------------------------------------------------------------------------------"
SECTION_265_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-18 22:13:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Sarah Lin / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $94,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_266_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-19 03:12:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-10-19 03:12:00 EST] Tariq Mansoor: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-10-19 03:12:00 EST] Elena Rostova: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $279,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-19 03:12:00 EST] Tariq Mansoor: 'Make sure The Tsaritsa handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_267_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-19 07:27:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Tariq Mansoor (Ghost) TARGET LINE: +1-312-555-0199 (Victor Vance) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-10-19 07:27:00 EST] Victor Vance: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-10-19 07:27:00 EST] Tariq Mansoor: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $382,000 sent to First National Bank Acc #8839-10294-US.'   [2025-10-19 07:27:00 EST] Victor Vance: 'Make sure Ghost handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_268_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-19 14:33:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) TARGET LINE: +1-312-555-0199 (Victor Vance) -> +1-202-555-0143 (Marcus Thorne) TRANSCRIPT:   [2025-10-19 14:33:00 EST] Victor Vance: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-10-19 14:33:00 EST] Marcus Thorne: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $358,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-19 14:33:00 EST] Victor Vance: 'Make sure Enforcer handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_269_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-19 18:07:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Victor Vance / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $252,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_270_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 00:12:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 301 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_271_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 03:04:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Carlos Mendez (El Toro) NARRATIVE: On 2025-10-20 03:04:00 EST, surveillance team observed Elena Rostova operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_272_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 05:58:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Carlos Mendez (+1-619-555-0199) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 429 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_273_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 09:01:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Carlos Mendez / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $82,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 412 Oak Street, Paterson, NJ (Safehouse Alpha). --------------------------------------------------------------------------------"
SECTION_274_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 19:46:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Elena Rostova (+1-312-555-0188)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 223 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_275_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-20 20:48:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Elena Rostova / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $593,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0188 active at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). --------------------------------------------------------------------------------"
SECTION_276_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-21 06:57:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) NARRATIVE: On 2025-10-21 06:57:00 EST, surveillance team observed Tariq Mansoor operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_277_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-21 09:16:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Elena Rostova (The Tsaritsa) NARRATIVE: On 2025-10-21 09:16:00 EST, surveillance team observed Victor Vance operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Elena Rostova. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Elena Rostova was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_278_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-21 15:39:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 145 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_279_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-22 01:27:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 318 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_280_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-22 10:26:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) NARRATIVE: On 2025-10-22 10:26:00 EST, surveillance team observed Tariq Mansoor operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_281_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-22 23:24:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 237 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_282_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-23 10:36:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 284 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_283_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-23 22:35:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-10-23 22:35:00 EST] Sarah Lin: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-23 22:35:00 EST] Elena Rostova: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $374,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-23 22:35:00 EST] Sarah Lin: 'Make sure The Tsaritsa handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_284_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-24 03:30:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 271 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_285_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-24 04:53:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Sarah Lin / Horizon Global Transfer (Account HGT-9011)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $32,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_286_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-24 08:14:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-10-24 08:14:00 EST] Tariq Mansoor: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-24 08:14:00 EST] Carlos Mendez: 'It is pending at Pier 4, Gary Port Facility, Gary, IN. We need $259,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-24 08:14:00 EST] Tariq Mansoor: 'Make sure El Toro handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_287_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-24 17:05:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 347 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_288_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-24 20:40:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-10-24 20:40:00 EST] Sarah Lin: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-10-24 20:40:00 EST] Elena Rostova: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $310,000 sent to First National Bank Acc #8839-10294-US.'   [2025-10-24 20:40:00 EST] Sarah Lin: 'Make sure The Tsaritsa handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_289_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-25 06:04:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Victor Vance (The Tailor) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-10-25 06:04:00 EST] Elena Rostova: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-10-25 06:04:00 EST] Victor Vance: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $453,000 sent to First National Bank Acc #8839-10294-US.'   [2025-10-25 06:04:00 EST] Elena Rostova: 'Make sure The Tailor handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_290_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-25 09:03:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Sarah Lin (Accountant) TARGET LINE: +1-619-555-0199 (Carlos Mendez) -> +1-619-555-0122 (Sarah Lin) TRANSCRIPT:   [2025-10-25 09:03:00 EST] Carlos Mendez: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-25 09:03:00 EST] Sarah Lin: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $357,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-25 09:03:00 EST] Carlos Mendez: 'Make sure Accountant handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_291_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-25 14:47:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 58 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_292_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-26 03:34:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (304 Pier Road, Gary, IN (Lakeside Bistro))   Event: Call duration 295 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_293_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-26 07:45:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 61 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_294_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-26 16:07:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Sarah Lin (+1-619-555-0122)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 311 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_295_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-27 04:25:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Tariq Mansoor / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $522,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_296_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-27 16:37:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 71 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_297_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-28 00:03:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Sarah Lin / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $69,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_298_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-28 11:35:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Tariq Mansoor / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $665,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_299_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-28 23:41:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) TRANSACTION RECORD:   Originator: Tariq Mansoor / Horizon Global Transfer (Account HGT-9011)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $234,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_300_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-29 10:28:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 244 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_301_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-29 14:25:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Victor Vance (The Tailor) NARRATIVE: On 2025-10-29 14:25:00 EST, surveillance team observed Marcus Thorne operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Victor Vance. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Victor Vance was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_302_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-29 20:21:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-10-29 20:21:00 EST] Marcus Thorne: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-10-29 20:21:00 EST] Elena Rostova: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $81,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-10-29 20:21:00 EST] Marcus Thorne: 'Make sure The Tsaritsa handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_303_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-10-30 03:58:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Carlos Mendez (El Toro) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-10-30 03:58:00 EST] Elena Rostova: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-10-30 03:58:00 EST] Carlos Mendez: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $371,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-10-30 03:58:00 EST] Elena Rostova: 'Make sure El Toro handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
